City,Date,PM2.5,PM10,NO2,SO2,CO,O3,NO,NOx,NH3,AQI
Amritsar,2019-09-01,37.34,88.8,21.51,3.2,0.04,9.01,16.81,32.36,5.7,75.0
Amritsar,2019-09-02,36.56,73.1,15.88,3.2,0.0,8.52,12.28,28.16,4.63,59.0
Amritsar,2019-09-03,37.6,67.05,24.41,3.2,0.6,33.0,49.10599999999995,46.82,36.48,77.0
Amritsar,2019-09-04,70.98,129.01,19.69,3.2,0.98,25.69,13.6,33.29,10.49,122.0
Amritsar,2019-09-05,84.41,144.68,29.71,21.20799999999999,0.83,27.53,24.93,45.5,37.40899999999996,147.0
Amritsar,2019-09-06,39.17,86.77,10.66,20.21,1.09,25.17,16.07,19.45,11.16,94.0
Amritsar,2019-09-07,25.52,67.57,9.21,1.71,0.45,36.79,12.78,10.32,3.77,69.0
Amritsar,2019-09-08,21.42,44.31,9.28,5.62,0.15,12.0,8.6,17.6,10.27,54.0
Amritsar,2019-09-09,38.61,76.3,16.01,7.33,1.17,17.04,22.78,32.96,12.24,70.0
Amritsar,2019-09-10,47.82,71.06,12.56,4.19,0.33,32.11,27.37,25.77,37.40899999999996,81.0
Amritsar,2019-09-11,42.84,81.33,10.04,9.2,0.78,12.92,17.28,27.28,13.0,72.0
Amritsar,2019-09-12,103.57,162.16,15.08,12.35,0.7,19.0,14.29,23.71,6.76,187.0
Amritsar,2019-10-01,45.99,102.22,25.32,2.85,0.03,8.68,19.81,44.54,6.57,98.0
Amritsar,2019-10-02,72.25,152.76,18.54,2.85,0.0,9.73,14.04,32.58,5.45,126.0
Amritsar,2019-10-03,67.44,106.6,7.98,2.85,0.86,32.44,11.1,19.05,12.04,99.0
Amritsar,2019-10-04,53.72,112.19,17.95,2.85,0.76,28.67,14.37,32.32,10.73,114.0
Amritsar,2019-10-05,97.06,176.04,31.61,14.65,0.96,33.36,40.72,60.06,37.40899999999996,198.0
Amritsar,2019-10-06,34.67,95.14,10.5,21.20799999999999,0.73,31.75,17.29,20.93,12.81,98.0
Amritsar,2019-10-07,52.38,135.9,16.7,7.4,0.34,23.79,22.33,25.97,11.78,89.0
Amritsar,2019-10-08,21.94,49.35,9.3,7.89,0.51,13.87,8.25,17.08,10.06,43.0
Amritsar,2019-10-09,39.22,75.57,11.7,9.5,0.94,14.2,14.89,24.65,9.68,81.0
Amritsar,2019-10-10,36.76,64.47,11.64,1.64,0.31,39.67,10.5,20.98,30.77,77.0
Amritsar,2019-10-11,84.92,143.08,10.24,10.17,0.41,22.42,17.28,27.46,13.05,140.0
Amritsar,2019-10-12,128.64,202.77,14.02,10.06,0.66,19.17,11.96,21.02,6.05,291.0
Amritsar,2019-11-01,69.5,159.89,28.99,3.76,0.0,4.87,25.14,45.0,7.93,101.0
Amritsar,2019-11-02,41.63,133.64,18.15,4.66,0.01,16.8,14.03,32.18,5.83,132.0
Amritsar,2019-11-03,37.63,63.42,10.68,2.35,0.67,27.01,11.26,21.68,8.38,85.0
Amritsar,2019-11-04,53.68,81.89,17.4,2.35,0.94,31.66,16.13,32.6,11.7,97.0
Amritsar,2019-11-05,93.87,135.68,15.08,21.20799999999999,1.07,19.58,13.96,25.84,30.65,244.0
Amritsar,2019-11-06,50.27,146.22,22.83,21.20799999999999,0.69,24.11,49.10599999999995,64.27,37.40899999999996,113.0
Amritsar,2019-11-07,60.87,154.12,27.4,7.78,0.24,23.29,49.10599999999995,42.48,24.11,146.0
Amritsar,2019-11-08,27.52,52.67,9.0,4.6,0.49,14.89,8.47,16.78,10.12,53.0
Amritsar,2019-11-09,41.36,79.85,11.2,9.68,0.3,15.6,13.16,23.58,9.48,77.0
Amritsar,2019-11-10,67.93,112.42,12.05,7.35,0.33,15.6,12.37,20.91,30.03,154.0
Amritsar,2019-11-11,84.63,158.85,10.25,11.04,0.8,27.87,17.16,27.34,13.06,160.0
Amritsar,2019-11-12,86.0,132.04,12.72,13.79,0.54,17.99,11.49,20.34,5.63,245.0
Amritsar,2019-12-01,52.22,115.98,24.15,3.48,0.0,8.24,22.07,45.96,8.42,118.0
Amritsar,2019-12-02,72.66,138.2,19.13,7.15,0.01,12.12,16.61,35.75,7.3,121.0
Amritsar,2019-12-03,37.63,77.26,11.79,7.15,0.8,32.35,12.21,23.62,9.69,60.0
Amritsar,2019-12-04,35.58,83.38,15.89,7.15,0.61,24.17,15.88,31.36,12.46,89.0
Amritsar,2019-12-05,37.95,76.21,18.64,21.20799999999999,0.79,20.99,22.15,35.84,37.40899999999996,116.0
Amritsar,2019-12-06,52.25,116.06,13.75,9.37,0.62,30.66,24.07,30.02,20.25,122.0
Amritsar,2019-12-07,48.44,135.54,25.05,4.99,0.48,21.32,41.18,47.83,33.67,110.0
Amritsar,2019-12-08,32.26,59.32,9.02,7.12,0.27,12.27,7.63,16.62,10.05,54.0
Amritsar,2019-12-09,40.96,75.26,10.7,9.26,0.86,19.2,13.75,23.86,9.46,79.0
Amritsar,2019-12-10,80.09,134.52,11.5,2.59,0.2,19.2,10.82,20.77,34.63,155.0
Amritsar,2019-12-11,133.52499999999975,240.035,10.31,12.55,0.78,19.71,17.19,27.43,12.92,285.0
Amritsar,2019-12-12,28.77,44.31,12.31,4.02,0.72,13.14,11.17,17.56,5.95,186.0
Amritsar,2020-01-01,94.38,137.93,10.38,15.79,0.42,39.67,9.91,18.95,5.1,184.0
Amritsar,2020-01-02,94.38,137.93,10.38,15.79,0.42,39.67,9.91,18.95,5.1,127.0
Amritsar,2020-01-03,22.15,83.69,12.55,21.20799999999999,0.83,29.65,17.9,27.8,12.16,76.0
Amritsar,2020-01-04,14.18,60.07,10.29,6.3,0.77,22.14,18.48,27.96,12.1,65.0
Amritsar,2020-01-05,32.01,141.16,14.93,9.5,0.78,39.67,20.93,30.16,12.8,118.0
Amritsar,2020-01-06,19.12,33.74,39.8,11.8,0.71,22.8,30.02,34.58,17.15,43.0
Amritsar,2020-01-07,57.67,100.99,15.11,3.48,0.59,16.48,32.81,30.2,17.73,78.0
Amritsar,2020-02-01,80.8,115.13,10.44,12.54,0.3,7.82,9.91,18.85,8.93,196.0
Amritsar,2020-02-02,80.8,115.13,10.44,12.54,0.3,7.82,9.91,18.85,8.93,196.0
Amritsar,2020-02-03,32.33,97.38,11.96,9.91,0.78,29.66,17.54,27.44,12.02,92.0
Amritsar,2020-02-04,13.97,63.92,10.82,6.22,0.78,22.14,17.69,27.94,11.74,63.0
Amritsar,2020-02-05,28.37,114.11,16.36,8.45,0.63,39.67,20.75,29.69,12.73,118.0
Amritsar,2020-02-06,26.84,152.97,21.62,17.71,0.68,28.48,23.06,34.76,13.99,65.0
Amritsar,2020-03-01,78.22,110.89,10.03,11.43,0.62,27.0,9.63,18.02,11.99,160.0
Amritsar,2020-03-02,13.46,29.6,48.59899999999999,13.67,1.44,16.71,49.10599999999995,67.48,21.41,160.0
Amritsar,2020-03-03,33.46,103.81,11.38,10.78,0.61,30.09,18.06,27.5,11.77,101.0
Amritsar,2020-03-04,17.52,61.42,10.69,6.57,0.76,22.14,17.88,26.99,12.16,61.0
Amritsar,2020-03-05,15.46,65.47,18.66,7.07,0.78,26.82,23.93,35.6,13.06,91.0
Amritsar,2020-03-06,26.72,240.035,12.54,10.48,0.58,36.15,20.32,29.09,12.08,293.79999999999995
Amritsar,2020-04-01,96.86,134.78,10.02,8.12,0.11,36.13,9.35,19.27,11.99,221.0
Amritsar,2020-04-02,67.56,103.84,21.0,6.95,0.49,37.74,27.82,36.62,14.74,111.0
Amritsar,2020-04-03,55.5,135.96,10.82,13.85,0.44,32.2,17.43,26.5,11.8,118.0
Amritsar,2020-04-04,22.8,50.68,10.84,7.4,0.69,22.14,17.62,27.79,12.01,58.0
Amritsar,2020-04-05,19.64,72.31,16.05,8.64,0.81,27.11,19.2,28.92,12.8,61.0
Amritsar,2020-04-06,30.13,167.85,15.08,16.68,0.74,33.88,20.82,28.88,13.01,193.0
Amritsar,2020-05-01,65.12,95.22,9.67,11.92,0.28,32.48,9.51,17.61,12.16,156.0
Amritsar,2020-05-02,55.53,94.4,12.2,7.43,0.54,33.11,17.32,26.8,12.12,99.0
Amritsar,2020-05-03,22.09,74.89,11.96,14.65,0.72,30.07,17.71,28.12,11.84,97.0
Amritsar,2020-05-04,34.73,68.87,10.78,8.68,0.69,22.14,16.81,25.99,11.93,60.0
Amritsar,2020-05-05,18.81,74.73,14.69,7.44,0.73,27.1,19.59,29.97,12.13,77.0
Amritsar,2020-05-06,20.75,29.73,21.48,10.49,0.72,39.67,24.69,34.62,14.25,56.0
Amritsar,2020-06-01,33.39,47.36,10.43,6.75,0.6,38.56,10.21,20.35,11.87,88.0
Amritsar,2020-06-02,74.16,128.7,11.48,8.99,0.46,39.2,18.61,27.36,12.04,121.0
Amritsar,2020-06-03,17.61,61.51,11.14,11.49,0.74,27.23,17.42,26.82,12.0,68.0
Amritsar,2020-06-04,17.61,61.51,11.14,11.49,0.74,27.23,17.42,26.82,12.0,68.0
Amritsar,2020-06-05,23.32,76.19,12.39,10.3,0.82,27.11,19.26,28.6,12.35,75.0
Amritsar,2020-06-06,15.5,24.76,15.84,8.67,0.77,39.67,21.22,30.45,13.12,41.0
Amritsar,2020-07-01,36.74,46.3,9.77,7.53,0.57,8.63,9.75,19.28,11.99,58.0
Amritsar,2020-07-02,62.25,102.49,13.47,7.3,0.33,39.67,17.94,28.51,12.09,124.0
Amritsar,2020-07-03,17.0,61.08,11.2,8.51,0.82,29.45,17.79,27.07,12.16,59.0
Amritsar,2020-07-04,17.0,61.08,11.2,8.51,0.82,29.45,17.79,27.07,12.16,59.0
Amritsar,2020-07-05,18.39,48.21,26.95,8.99,0.73,37.82,33.61,39.88,18.62,60.0
Amritsar,2020-07-06,26.99,43.07,15.1,6.56,0.59,39.67,21.13,30.36,12.77,42.0
Amritsar,2020-08-01,24.14,31.7,10.12,6.32,0.62,22.11,9.89,18.84,12.01,46.0
Amritsar,2020-08-02,92.15,166.94,11.59,9.69,0.9,39.67,17.97,26.63,12.4,152.0
Amritsar,2020-08-03,25.44,77.68,11.41,11.62,0.82,30.24,17.05,26.88,12.1,70.0
Amritsar,2020-08-04,25.44,77.68,11.41,11.62,0.82,30.24,17.05,26.88,12.1,70.0
Amritsar,2020-08-05,34.0,83.68,24.27,10.06,0.83,39.67,30.38,39.73,15.15,71.0
Amritsar,2020-08-06,27.07,59.04,13.52,8.56,0.59,39.64,19.32,27.74,12.57,51.0
Amritsar,2020-09-01,56.17,80.34,10.05,20.5,0.68,23.77,9.68,19.07,11.94,66.0
Amritsar,2020-09-02,113.54,160.38,11.18,10.05,0.21,39.67,17.18,27.37,11.99,282.0
Amritsar,2020-09-03,20.71,72.89,11.81,6.74,0.82,32.77,17.35,26.87,12.14,75.0
Amritsar,2020-09-04,20.71,72.89,11.81,6.74,0.82,32.77,17.35,26.87,12.14,75.0
Amritsar,2020-09-05,37.31,87.52,18.78,10.47,0.75,39.67,22.45,31.81,13.86,87.0
Amritsar,2020-09-06,29.6,84.35,11.23,12.01,0.57,39.67,17.94,25.93,12.1,77.0
Amritsar,2020-10-01,55.79,76.73,9.74,6.87,0.47,39.56,9.78,19.48,12.02,103.0
Amritsar,2020-10-02,63.68,115.75,10.13,7.86,1.03,39.67,17.14,26.59,12.03,144.0
Amritsar,2020-10-03,43.24,115.85,12.66,9.44,0.73,34.08,18.82,28.37,12.29,96.0
Amritsar,2020-10-04,43.24,115.85,12.66,9.44,0.73,34.08,18.82,28.37,12.29,96.0
Amritsar,2020-10-05,39.62,91.93,13.69,10.16,0.7,39.67,20.3,30.2,12.41,94.0
Amritsar,2020-10-06,28.73,76.37,10.65,13.47,0.55,39.67,17.59,25.98,12.21,80.0
Amritsar,2020-11-01,55.64,80.28,10.19,10.87,0.73,36.72,9.37,19.5,11.99,87.0
Amritsar,2020-11-02,84.93,187.15,10.4,9.07,0.3,35.77,17.48,26.72,12.02,190.0
Amritsar,2020-11-03,40.15,107.64,13.18,8.1,0.62,30.16,18.14,28.04,11.88,107.0
Amritsar,2020-11-04,16.56,25.76,13.16,7.07,0.4,22.14,18.57,31.0,10.78,107.0
Amritsar,2020-11-05,32.14,70.6,15.65,7.82,0.67,39.67,20.67,30.08,12.66,75.0
Amritsar,2020-11-06,31.56,87.65,9.4,11.08,0.72,39.67,16.76,25.22,11.99,79.0
Amritsar,2020-12-01,44.56,73.05,9.99,17.99,0.8,17.71,9.55,18.76,12.1,87.0
Amritsar,2020-12-02,38.88,136.28,13.17,2.5,0.5,37.25,18.01,27.73,12.36,133.0
Amritsar,2020-12-03,18.34,74.72,10.99,7.79,0.71,35.57,17.92,27.31,12.21,133.0
Amritsar,2020-12-04,20.09,34.55,11.21,8.49,0.85,22.14,18.33,28.01,12.03,45.0
Amritsar,2020-12-05,24.59,49.58,16.79,9.74,0.82,39.67,21.79,30.38,13.27,61.0
Amritsar,2020-12-06,27.87,96.72,9.17,12.02,0.71,30.79,16.68,24.32,12.01,89.0
Bengaluru,2015-01-01,27.87,96.72,17.33,3.54,0.33,10.73,3.26,10.88,20.36,89.0
Bengaluru,2015-01-02,27.87,96.72,22.14,7.36,0.36,20.75,2.99,13.01,7.48,89.0
Bengaluru,2015-01-03,27.87,96.72,10.39,6.93,0.48,51.37,2.52,10.91,15.23,89.0
Bengaluru,2015-01-04,36.42,96.72,8.83,3.17,6.6649999999999885,48.25,2.68,9.13,31.37,151.0
Bengaluru,2015-01-05,39.06,96.72,14.31,4.96,1.59,26.93,3.45,12.05,6.09,67.0
Bengaluru,2015-01-06,23.69,96.72,14.12,6.9,1.7,64.523,1.65,7.77,2.34,101.0
Bengaluru,2015-01-07,19.76,96.72,6.34,6.28,6.6649999999999885,6.45,1.24,3.24,6.34,167.0
Bengaluru,2015-01-08,18.18,96.72,20.21,2.43,6.6649999999999885,3.38,4.06,11.77,10.3,97.0
Bengaluru,2015-01-09,24.9,96.72,7.25,1.67,5.26,13.62,2.58,5.57,33.29,81.0
Bengaluru,2015-01-10,26.25,96.72,30.71,1.45,1.95,12.61,4.82,19.52,30.38,136.0
Bengaluru,2015-01-11,29.89,96.72,15.14,2.62,1.13,11.56,2.14,9.02,18.44,49.0
Bengaluru,2015-01-12,14.18,55.71,25.86,5.14,1.63,9.89,12.9,27.06,21.81,88.0
Bengaluru,2015-02-01,14.18,55.71,19.73,3.97,1.35,22.77,6.05,14.14,23.74,88.0
Bengaluru,2015-02-02,14.18,55.71,19.19,6.14,0.46,19.75,5.83,13.06,11.33,88.0
Bengaluru,2015-02-03,14.18,55.71,18.06,6.72,3.56,58.97,4.23,14.59,33.23,88.0
Bengaluru,2015-02-04,38.15,55.71,10.29,7.65,4.06,53.26,4.24,9.99,43.09,123.0
Bengaluru,2015-02-05,50.83,55.71,14.24,2.99,4.44,16.83,5.74,14.93,21.03,167.0
Bengaluru,2015-02-06,23.95,55.71,9.28,7.93,1.77,54.65,0.46,3.25,2.31,84.0
Bengaluru,2015-02-07,20.24,55.71,11.59,5.12,2.58,11.01,2.26,6.83,6.42,162.0
Bengaluru,2015-02-08,15.52,55.71,9.54,1.86,6.6649999999999885,4.83,3.48,6.15,9.26,167.0
Bengaluru,2015-02-09,23.54,55.71,9.49,2.18,1.19,11.57,1.75,6.09,26.12,43.0
Bengaluru,2015-02-10,22.3,55.71,26.84,4.18,1.82,11.57,3.85,17.13,26.74,96.0
Bengaluru,2015-02-11,28.56,55.71,18.2,2.51,1.36,12.65,6.9,14.16,23.29,54.0
Bengaluru,2015-02-12,13.36,33.82,24.04,8.651,1.7,8.15,8.24,17.46,22.0,67.0
Bengaluru,2015-03-01,13.36,33.82,19.88,8.651,6.6649999999999885,12.03,11.91,20.72,4.32,67.0
Bengaluru,2015-03-02,13.36,33.82,18.47,5.02,0.59,20.64,4.56,12.44,11.78,67.0
Bengaluru,2015-03-03,13.36,33.82,19.56,8.6,6.6649999999999885,43.5,7.81,17.16,30.4,67.0
Bengaluru,2015-03-04,35.11,33.82,5.99,2.32,5.34,57.75,2.63,6.82,26.04,167.0
Bengaluru,2015-03-05,62.58,33.82,15.2,7.47,1.32,17.81,5.03,10.05,14.62,64.0
Bengaluru,2015-03-06,21.51,33.82,19.98,4.44,1.52,46.8,1.59,9.87,2.21,84.0
Bengaluru,2015-03-07,17.28,33.82,5.11,3.69,6.6649999999999885,8.37,1.07,2.7,5.96,167.0
Bengaluru,2015-03-08,18.67,33.82,11.41,2.13,6.6649999999999885,5.74,5.9,8.58,10.08,139.0
Bengaluru,2015-03-09,24.49,33.82,12.59,2.49,1.42,14.5,2.5,8.41,31.79,52.0
Bengaluru,2015-03-10,13.97,33.82,19.24,1.6,1.67,18.98,2.64,11.96,19.73,101.0
Bengaluru,2015-03-11,31.05,33.82,20.58,2.79,1.34,11.62,8.92,16.89,34.87,58.0
Bengaluru,2015-03-12,19.86,72.72,33.56,8.32,1.47,9.51,11.73,26.85,37.08,74.0
Bengaluru,2015-04-01,19.86,72.72,21.61,6.52,5.05,17.7,7.45,16.88,0.87,74.0
Bengaluru,2015-04-02,19.86,72.72,22.46,4.46,1.08,18.62,5.92,15.19,11.88,74.0
Bengaluru,2015-04-03,19.86,72.72,17.36,5.99,3.39,61.8,4.75,12.54,12.44,74.0
Bengaluru,2015-04-04,36.68,72.72,12.89,3.29,1.47,64.523,3.63,10.88,40.71,101.0
Bengaluru,2015-04-05,45.26,72.72,25.81,6.79,4.17,21.39,5.21,15.91,18.09,162.0
Bengaluru,2015-04-06,25.56,72.72,6.39,4.47,1.4,29.64,1.14,7.52,1.93,74.0
Bengaluru,2015-04-07,21.52,72.72,5.99,2.76,6.6649999999999885,9.72,1.0,2.9,5.76,141.0
Bengaluru,2015-04-08,15.85,72.72,10.66,2.6,6.6649999999999885,5.24,5.74,8.17,10.75,95.0
Bengaluru,2015-04-09,26.16,72.72,15.89,2.12,1.76,10.98,3.72,10.97,37.51,72.0
Bengaluru,2015-04-10,9.63,72.72,16.51,1.37,2.21,12.67,3.75,11.21,23.54,128.0
Bengaluru,2015-04-11,43.1,72.72,12.07,2.44,3.56,19.13,4.09,8.88,27.02,65.0
Bengaluru,2015-04-12,28.35,102.15,32.95,6.08,2.03,21.38,13.06,24.78,43.09,105.0
Bengaluru,2015-05-01,28.35,102.15,22.17,4.71,1.83,12.72,9.52,21.76,31.38,105.0
Bengaluru,2015-05-02,28.35,102.15,26.36,7.65,0.59,16.06,12.17,20.48,11.11,105.0
Bengaluru,2015-05-03,28.35,102.15,19.94,8.651,6.6649999999999885,45.01,11.53,18.57,6.9,105.0
Bengaluru,2015-05-04,36.92,102.15,9.0,4.07,6.6649999999999885,64.523,2.2,7.6,26.22,160.0
Bengaluru,2015-05-05,40.37,102.15,20.7,8.6,0.0,36.56,9.03,13.3,5.94,75.0
Bengaluru,2015-05-06,22.41,102.15,14.61,5.85,5.65,27.39,2.59,19.41,18.87,130.0
Bengaluru,2015-05-07,19.43,102.15,7.66,2.29,6.6649999999999885,7.89,1.13,4.66,4.74,167.0
Bengaluru,2015-05-08,18.26,102.15,11.85,2.4,6.6649999999999885,3.0,4.56,8.03,10.66,106.0
Bengaluru,2015-05-09,27.38,102.15,17.6,2.63,1.47,38.49,6.79,14.32,43.09,73.0
Bengaluru,2015-05-10,28.7,102.15,23.13,2.64,1.96,10.81,6.17,16.54,31.01,92.0
Bengaluru,2015-05-11,30.36,102.15,17.33,2.74,1.24,10.93,8.04,14.75,43.09,70.0
Bengaluru,2015-05-12,25.04,89.26,33.02,5.43,1.72,26.44,9.79,22.96,43.09,103.0
Bengaluru,2015-06-01,25.04,89.26,23.2,4.42,0.52,13.82,6.6,16.24,26.35,103.0
Bengaluru,2015-06-02,25.04,89.26,25.98,3.12,0.5,13.76,5.04,16.42,11.71,103.0
Bengaluru,2015-06-03,25.04,89.26,15.04,8.651,6.6649999999999885,31.55,5.94,12.71,6.3,103.0
Bengaluru,2015-06-04,31.78,89.26,8.14,7.22,0.55,54.31,2.48,8.06,22.34,71.0
Bengaluru,2015-06-05,43.21,89.26,17.15,8.651,6.6649999999999885,64.523,8.24,10.79,10.23,141.0
Bengaluru,2015-06-06,16.02,89.26,30.73,8.651,1.78,20.75,4.7,36.51,30.36,74.0
Bengaluru,2015-06-07,19.27,89.26,8.79,2.54,6.6649999999999885,8.96,2.21,6.36,26.67,167.0
Bengaluru,2015-06-08,17.94,89.26,18.38,5.94,3.15,7.21,6.02,13.03,33.49,89.0
Bengaluru,2015-06-09,18.38,89.26,11.7,1.35,6.6649999999999885,7.21,2.41,7.72,26.75,167.0
Bengaluru,2015-06-10,35.04,89.26,19.67,4.52,1.7,15.74,6.66,15.11,24.52,98.0
Bengaluru,2015-06-11,37.22,89.26,13.89,2.01,1.21,8.07,3.66,9.7,32.2,67.0
Bengaluru,2015-06-12,29.12,89.26,25.17,3.1,1.21,43.98,2.8,13.66,41.62,54.0
Bengaluru,2015-07-01,29.12,89.26,28.66,5.13,1.46,16.98,22.6,30.84,22.73,54.0
Bengaluru,2015-07-02,29.12,89.26,22.46,5.51,1.45,20.96,10.59,18.41,12.88,54.0
Bengaluru,2015-07-03,29.12,89.26,15.68,8.651,6.6649999999999885,36.67,7.08,14.94,6.46,54.0
Bengaluru,2015-07-04,37.25,89.26,7.14,5.88,2.3,60.42,2.86,11.25,17.78,76.0
Bengaluru,2015-07-05,41.53,89.26,20.41,4.67,0.5,31.73,5.74,14.16,15.4,70.0
Bengaluru,2015-07-06,12.69,89.26,25.18,4.22,4.45,19.63,4.38,27.39,28.0,74.0
Bengaluru,2015-07-07,23.27,89.26,7.83,3.36,2.86,9.3,1.73,7.62,10.45,136.0
Bengaluru,2015-07-08,21.86,89.26,10.02,3.79,1.16,3.29,3.06,6.18,26.16,44.0
Bengaluru,2015-07-09,16.34,89.26,12.0,3.08,6.6649999999999885,21.21,4.12,9.25,32.04,167.0
Bengaluru,2015-07-10,15.82,89.26,19.92,5.29,1.63,11.29,3.63,12.95,24.3,102.0
Bengaluru,2015-07-11,31.44,70.46,15.85,1.94,1.22,17.98,3.03,10.27,27.73,60.0
Bengaluru,2015-07-12,41.16,85.25,34.42,5.24,1.88,27.26,10.04,23.91,43.09,65.0
Bengaluru,2015-08-01,41.16,85.25,31.1,7.07,2.3,17.35,7.5,21.16,38.67,65.0
Bengaluru,2015-08-02,41.16,85.25,26.06,7.25,0.45,22.81,7.18,16.75,8.84,65.0
Bengaluru,2015-08-03,41.16,85.25,11.59,8.651,6.6649999999999885,45.87,5.24,9.48,11.83,65.0
Bengaluru,2015-08-04,29.8,85.25,9.04,1.84,6.6649999999999885,49.55,2.59,7.52,24.2,153.0
Bengaluru,2015-08-05,27.85,85.25,17.29,7.18,4.82,64.523,5.82,11.04,14.93,142.0
Bengaluru,2015-08-06,13.29,85.25,22.65,8.651,3.93,17.13,4.82,13.65,23.12,162.0
Bengaluru,2015-08-07,18.63,85.25,8.71,6.25,6.6649999999999885,7.27,2.96,6.88,34.37,139.0
Bengaluru,2015-08-08,46.86,85.25,8.46,3.78,6.6649999999999885,3.98,2.62,5.62,23.31,97.0
Bengaluru,2015-08-09,22.47,85.25,10.95,5.6,1.78,12.62,6.9,10.3,37.31,93.0
Bengaluru,2015-08-10,12.14,85.25,19.19,8.55,1.21,12.96,5.05,13.76,27.54,69.0
Bengaluru,2015-08-11,31.4,85.25,15.33,1.77,1.21,23.72,1.92,8.96,21.44,56.0
Bengaluru,2015-08-12,46.33,82.86,44.41,5.81,1.81,19.1,17.24,34.36,43.09,102.0
Bengaluru,2015-09-01,46.33,82.86,25.98,8.651,0.54,16.27,6.75,15.03,23.48,102.0
Bengaluru,2015-09-02,46.33,82.86,22.48,3.37,0.64,31.01,3.78,13.7,13.61,102.0
Bengaluru,2015-09-03,46.33,82.86,20.06,8.651,6.6649999999999885,36.7,6.85,18.5,23.32,102.0
Bengaluru,2015-09-04,25.06,82.86,8.72,2.6,5.82,42.63,3.21,7.2,29.83,80.0
Bengaluru,2015-09-05,36.83,82.86,24.35,6.64,6.6649999999999885,39.61,4.6,13.81,17.12,140.0
Bengaluru,2015-09-06,12.11,82.86,20.8,8.651,1.4,20.96,6.72,13.22,25.86,55.0
Bengaluru,2015-09-07,14.52,82.86,10.04,3.89,3.42,7.56,5.93,8.43,19.3,161.0
Bengaluru,2015-09-08,54.42,82.86,7.32,2.1,6.6649999999999885,4.73,1.56,5.27,18.3,167.0
Bengaluru,2015-09-09,29.6,82.86,11.14,7.0,6.6649999999999885,5.34,6.75,10.91,36.19,60.0
Bengaluru,2015-09-10,14.44,82.86,20.31,7.68,1.54,14.01,5.96,15.2,26.87,54.0
Bengaluru,2015-09-11,34.92,82.86,10.21,1.72,1.54,32.86,0.87,5.52,18.46,59.0
Bengaluru,2015-09-12,48.01,78.58,39.78,4.86,1.84,6.32,16.65,31.61,43.09,94.0
Bengaluru,2015-10-01,48.01,78.58,29.23,3.08,1.69,25.01,3.38,16.76,34.17,94.0
Bengaluru,2015-10-02,48.01,78.58,20.18,1.04,0.77,39.86,4.97,13.54,13.04,94.0
Bengaluru,2015-10-03,48.01,78.58,26.12,3.17,1.08,41.81,4.95,17.58,21.54,94.0
Bengaluru,2015-10-04,24.4,78.58,7.46,2.03,5.19,44.47,6.87,8.7,23.17,129.0
Bengaluru,2015-10-05,40.81,78.58,29.77,3.46,2.57,32.11,6.5,14.91,14.21,71.0
Bengaluru,2015-10-06,13.66,78.58,22.16,6.09,1.96,24.49,3.61,11.83,21.15,72.0
Bengaluru,2015-10-07,12.84,78.58,10.1,3.25,6.6649999999999885,5.4,7.5,9.4,21.54,160.0
Bengaluru,2015-10-08,21.02,78.58,8.21,5.16,1.82,6.23,3.65,6.26,23.95,83.0
Bengaluru,2015-10-09,15.21,78.58,12.29,3.26,1.2,5.01,6.53,11.26,36.3,65.0
Bengaluru,2015-10-10,12.01,78.58,21.36,7.04,2.66,10.22,6.16,15.75,27.22,101.0
Bengaluru,2015-10-11,12.63,43.64,6.81,2.05,1.48,41.66,1.46,4.75,12.63,51.0
Bengaluru,2015-10-12,35.48,58.04,35.58,5.27,1.92,3.36,23.5875,35.53,43.09,86.0
Bengaluru,2015-11-01,35.48,58.04,29.84,8.2,2.59,16.07,3.97,17.49,29.74,86.0
Bengaluru,2015-11-02,35.48,58.04,26.52,1.64,0.57,32.19,10.52,20.81,12.44,86.0
Bengaluru,2015-11-03,35.48,58.04,33.01,2.86,1.33,35.98,8.59,23.66,30.29,86.0
Bengaluru,2015-11-04,32.08,58.04,7.09,3.22,1.7,53.91,6.6,8.82,30.95,107.0
Bengaluru,2015-11-05,36.11,58.04,29.38,8.651,0.3,14.0,6.97,17.29,15.84,66.0
Bengaluru,2015-11-06,14.56,58.04,17.32,8.651,1.54,15.75,3.34,8.95,20.88,66.0
Bengaluru,2015-11-07,19.08,58.04,10.66,2.39,2.42,5.06,6.5,9.34,20.9,127.0
Bengaluru,2015-11-08,21.1,58.04,7.98,2.96,6.6649999999999885,9.86,2.56,5.34,24.12,129.0
Bengaluru,2015-11-09,18.09,58.04,13.42,2.85,3.19,5.48,5.32,10.92,34.24,60.0
Bengaluru,2015-11-10,10.02,58.04,19.3,2.26,3.38,9.49,4.91,13.76,33.5,110.0
Bengaluru,2015-11-11,48.94,58.04,8.59,2.62,1.07,23.3,3.47,6.93,22.21,49.0
Bengaluru,2015-11-12,32.95,79.07,41.05,5.94,2.07,2.3,23.41,36.25,26.38,89.0
Bengaluru,2015-12-01,32.95,79.07,28.4,7.16,0.61,16.41,10.85,21.85,41.39,89.0
Bengaluru,2015-12-02,32.95,79.07,21.47,8.651,0.96,44.15,10.1,18.0,26.22,89.0
Bengaluru,2015-12-03,32.95,79.07,25.29,1.67,1.9,37.65,5.47,17.47,23.55,89.0
